titulos,companias
Supervisor de Embarques,Magna International Inc.
Supervisor de Tráfico,GD COMPONENTS DE MEXICO SA DE CV
CUSTODIO PENITENCIARIO,CEFEREPSI
AYUDANTE GENERAL,PROMOTORA TÉCNICA INDUSTRIAL
Subgerente de Ventas en Construccion,Sodimac
AYUDANTE GENERAL,"EMPAQUES MEXICANOS, S.A. DE C.V."
SECRETARIA,IMPRENTA ZODIACO
AYUDANTE GENERAL,LABORATORIOS IMPERIALES
Cajero Universal,Banco Azteca
Administración/Servicio al cliente,Apoyo Radiológico Oral
Auxiliar Administrativo,MAHEVO. S.A. DE C.V.
AUXILIAR DE PRODUCCIÓN,SAINT GOBAIN SEKURIT SERVICIOS S.A DE C.V.
EJECUTIVO ELITE - L V,AFPR
Auxiliar de Soporte Técnico,Compucuerna
Responsable de Recursos Humanos,Vanguardia Empresarial Consultoría y Capacitación...
Gerente de Sucursal,FINANCIERA CREDITOS
Ejecutivo de Compras,Sacra Motors
Auxiliar de Facturación,TALENT ATTRACTION PROCESS
obrero general,Industrias Tecnos S.A de C.V
SUPERVISOR DE LOGISTICA,CASA ALONSO
Supervisor de Ventas Sr. - Cuernavaca Centro,Aliat Universidades
Asistente de Dirección,Grupo Corporativo Agencia Sistemas Integrales de S...
Auxiliar Administrativo de Ventas,DISTRIBUIDORA DE ACEITES MEXICANOS ACEIMEX
Encargado de mini super,CSAyC SC
AYUDANTE DE ALMACÉN,Gütermann Polygal Mexicana S.A de C.V
SUBGERENTE DE VENTAS,CRISTAL Y LAVISA
Vendedor de piso- Quarry Fórum Cuernavaca,Quarry Jeans & Fashion
Recepcionista TURNOS MIXTOS,HOTEL VLU & SPA
Inspector de calidad,AIRES DE CAMPO S.A. DE C.V.
AYUDANTE GENERAL (Licencia de Conducir),THSM
Consultor Vacacional (Prospección y atención a clientes),Grupo Posadas
Almacenista ayu,CRISTAL Y LAVISA
ALMACENISTA NOCTURNO,ENLACE Y DISTRIBUCION FARMACEUTICA S.A. DE C.V.
Docente de Mercadotecnia,CENTRO DE ESTUDIOS UNIVERSITARIO
Apoyo compras,Gestión del Agua y Medio Ambiente S.C.
Agente de Ventas,MARZAM S.A. DE C.V.
operadora de produccion,MOSAICOS VENECIANOS DE MEXICO
Responsable de nóminas,Gestión del Agua y Medio Ambiente S.C.
EJECUTIVO DE ATENCIÓN A CLIENTES,CARCITY MÉXICO
Subgerente CEDIS,CRISTAL Y LAVISA
Copywriter,Momlancers
AUXILIAR ADMINISTRACTIVO,CAME CREDITO Y AHORRO A TU MEDIDA
Soporte Técnico,TALENT ATTRACTION PROCESS
GERENTE,ZAPATERIAS LAS VEGAS
Técnico de Suministro,GD COMPONENTS DE MEXICO SA DE CV
Jefe de Seguridad y Medio Ambiente,DIERH TALENTO HUMANO
Auxiliar de Piso de Venta,OfficeMax Cuernavaca Domingo Diez
CAJERO,COPPEL SA DE CV
AUXILIAR DE OPERADOR,ENLACE Y DISTRIBUCION FARMACEUTICA S.A. DE C.V.
LIDER DE ATRACCIÓN DE CLIENTES,HEINEKEN
"Global Graduate,Marketing",SC Johnson
Profesor de matemáticas,Colegio Bilingüe Norteamericano
PSICÓLOGOS CLÍNICOS,CLÍNICA DE ATENCIÓN INTEGRAL RAMAL
Ejecutiva de Ventas De Bodas y Eventos Sociales Para Hotel d...,Descubrete
Coordinadora de Clinica,Selecciona talento
Recepcionista nocturno,Hotel Villas Cuernavaca
SUPERVISOR DE VENTAS CANAL AUTOSERVICIO,LALA OPERACIONES S.A. DE C. V.
Gerente de Ventas,Hotel Mision Grand Cuernavaca
"Recepcionista / Telefonista / JIUTEPEC, MORELOS.",Evenplan
Líder de Acondicionado Primario,"OLNATURA, S.A. DE C.V."
Asesor de Credito,Banco Azteca Jojutla
Cajero,CITY MARKET CUERNAVACA
Ayudante de producción,"LIFT Y COMPACTORS MEXICO, SA DE CV"
PREVENDEDOR AL DETALLE,BONAFONT
GERENTE DE SUCURSAL,ALIANZA
Auxiliar de venta (OfficeMax),OfficeMax Cuernavaca Domingo Diez
Ejecutivo de ventas,PRO FUTURO SA DE CV
Técnico en control de plagas ZONA CUERNAVACA,Dae Control Integral de Plagas
ADMINIDTRATIVO,CENTRO SUR PONIENTE
MONITORISTA,ENLACE Y DISTRIBUCION FARMACEUTICA S.A. DE C.V.
Gerente de Contabilidad,CarlRogers
Censador,Totalplay
Cajera,Mr.sushi
CAJERO,ZORRO ABARROTERA
AYUDANTE DE ENTREGADOR,LALA
GERENTE COMERCIAL,Fundación Rafael Dondé I.A.P
CAJERA DE SERVICIO,Liverpool Cuernavaca
Encargada de boutique,GALLANTDALE
GERENTE DE TIENDA,TIENDAS 3B S.A. DE C.V.
jefe de turno,LAESCARCHA SA DE CV
Chofer de tienda de autoservicio,"La Comer ""Fresko Bugambilia"""
Ing. Soporte CCTV. Control de Accesos | Cuernavaca,"Grupo Siayec, S.A. de C.V."
"Asesor de Venta Digital - Cuernavaca, Morelos",Hogares Unión S. A de C. V
AUXILIAR ADMINISTRATIVO,VERDES DE MORELOS
Atención a clientes con conocimientos en electrónica - Sie...,Grupo Sim
ENCARGADO DE MINISUPER,"CAPACITACION, SERVICIOS AVICOLAS Y COMERCIALES SC"
Cajero Recepcionista,CEGS
BECARIO DE CONTROL DE CALIDAD,VECO SA DE CV
Repartidor en Moto - Jiutepec,GRUPO DAR
guardia de seguridad privada intramuros,Inter-Con Servicios de Seguridad Privada S.A de C....
ENFERMERA PARA PACIENTE GERIÁTRICO CON BIPAP EN SUMIYA,Paz Mental
Enfermera Técnica experiencia en Alzheimer y BPAP,PAZ MENTAL
Mecánico industrial,Unipak
ASESOR DE CREDITO GRUPAL ZONA AXOCHIAPAN SUCURSAL IZUCAR DE...,BANCO FORJADORES S. A. INSTITUCION DE BANCA MULTIP...
VENDEDOR DE CAMBACEO,PCM PERSONAL COMPETENTE DE MEXICO
Docente de Endodoncia - Campus Cuernavaca,Lottus Education
Operador sencillo,TRANSPORTISTAS UNIDOS DE MORELOS
Ejecutivo de Cobranza,FINANCIERA APOYO ECONOMICO
Asesor de Ventas AFORE,Invercap
GERENTE EX AFORE PARA BROKER SURA/ ZONA MORELOS,AFORE SURA
Chofer de pipa,GLOBAL GAS
Vendedor de autoservicio,Alcanfores
GUARDIA DE SEGURIDAD,EL ROLLO
PANADERO,SUPERAMA ÁVILA CAMACHO
COSTURERO,SPANDMEX
Soldador,"LIFT Y COMPACTORS MEXICO, SA DE CV"
OPERADORES,VERDES DE MORELOS
Soldador armador,Lift & Compactors S.A. de C.V.
Promovendedor en moto - Jiutepec,GRUPO DAR
asesor de creditos,FINANCIERA CREDITOS
guardia de seguridad interna,AURORA NOVUM
mensajero motociclista,SC MX
Chofer 3.5 Jiutepec,Talento Humano
Visitador Mecánico (Promotor de ventas),Mercadeo Diseño y Promoción S.A DE C.V
Asesor de crédito - Cuautla,Vision Fund México SA de CV SOFOM ENR
supervisor de cambaceo,Telcel
ayudante de soldador,Lift & Compactors S.A. de C.V.
GUARDIA DE SEGURIDAD,JARDINES DE MÉXICO
TECNICO MECANICO TORNERO,CASIMIRES BURLMEX
Cocinero,HOTEL BOUTIQUE CASA FERNANDA
Eléctrico automotriz,MECANICA TEK
OPERADOR FULL MULTIMODAL,TRACSA
Enfermero General Especialista Pediátrico,Quality Of Life
CHOFER MONTACARGUISTA,VTP DE MEXICO
Ejecutivo de Ventas Financieras,LABORIKA
PROMOTOR,IDEAL PROMOTORIA
Asesor Especialista en ventas,Sector Financiero
Promotor/Asesor de ventas TDC. Zona Plaza Diana- Comisiones...,Grupo Sim
Cocinero sushero,Mr.sushi
Promovendedor de cambaceo- Contratación inmediata,Totalplay
AUX. DE ENFERMERÍA PARTICULAR PARA PACIENTE GERIATRICO EN JI...,Paz Mental
Ventas en campo,Totalplay
ASESOR DE CRÉDITO GRUPAL,FORTALEZA A MI FUTURO
GUARDIA DE SEGURIDAD,GRUPO TACTICO EN SEGURIDAD PRIVADA
Promotor de Campo Telcel - Zona Cuernavaca,"CENTRO CELULAR, S.A DE C.V"
MECÁNICO SOLDADOR,Unipak
AUXILIAR DE COMPRAS,CALMEG S.A DE C.V
Asesor de Servicios ACA,DHL Express
Auxiliar de Recursos Humanos,Servicio Pan Americano de Proteccion
JEFE ADMINISTRATIVO,GRUPO LALA OPERACIONES S.A DE C.V
Ayudante de almacén,TRANSFORMADORA AIA
Encargado De Recursos Humanos,COPPEL
VENDEDOR/VALUADOR,AMERICAN LOAN EMPLOYEE SERVICES SA DE CV ACAPULCO
POLICIA DEL SERVICIO DE PROTECCION FEDERAL,SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA SPF
AUX. ADMINISTRATIVO/ COMPRAS,CALMEG S.A DE C.V
Topógrafo,Dumas Mining
Asesor en prevención,COPPEL SA DE CV
GERENTE DE TIENDA,TIENDAS TRES B S.A. DE C.V.
Topógrafo,Dumas Contracting Ltd.
"CAJERO/A ACAPULCO CENTRO $7,000",GRUMER MEXICO
RESIDENTE SUPERVISOR,"INGPROMEX, S.A. DE C.V."
ayudante de almacen,FARMACIAS LEYVA SA DE CV
AUXILIAR DE SEGURIDAD INTERNA,COMPAÑIA MEXICANA DE TRASLADO DE VALORES SA DE CV
"DOTADOR ATM / ACAPULCO CENTRO $7,000",GRUMER MEXICO
Coordinador de Telemarketing,Gas Mundial
POLICÍA DE PROTECCIÓN FEDERAL,SERVICIO DE PROTECCIÓN FEDERAL
CALL CENTER SERVICIO AL CLIENTE,GRUPO MM
Repartidor,CAPITAL HUMANO RIMARA
Analista de Soporte Técnico,Circulo K
Auxiliar de Recursos Humanos,"CORPORATIVO KONSILIO, S.A. DE C.V."
Encargado de recursos humanos,COPPEL SA DE CV
MECANICO,BIMBO SA DE CV
Cajero,Balsas Sector Administracion SA de CV
ADMINISTRACION DE CONDOMINIOS (ZIHUATANEJO),Dirección Humana y Asociados
GCFS Analyst,Barclays
Administrador de Turno,GRUPO MERZA
Auditor Operativo,Balsas Sector Administracion SA de CV
SUPERVISOR DE VENTAS DIGITALES,Grupo 30 inventos
Encuestador Estudios Socioeconomicos,Servicios GCE
Licenciado en Derecho,SINATIC
FORMADOR,GRUPO BENJES SA DE CV.
Jefe de Ventas Canal Detalle,GEPP
SUPERVISOR DE INSTALACIONES CCTV - CONTROL DE ACCESO,"Grupo Siayec, S.A. de C.V."
"Ing. Soporte CCTV. Control de Accesos | Iguala, Guerrero","Grupo Siayec, S.A. de C.V."
ING EN SISTEMAS,COMACC TU IMPULSO EN TECNOLOGÍA
CAJERO,FINSOL ALTAMIRANO
RECEPCIONISTA CALL CENTER,FARMACIAS DEL AHORRO
cajero multifuncional,GLAM CONSULTORES
Cajero Volante,Balsas Sector Administracion S.A. de C.V.
Jefe de carnes y pescados,Soriana Mercado Iguala
Verificadores domiciliarios para autorizaciones de crédito,Conceptos de Calidad y Servicio
EQUIPAJERO,Autotransportes Estrella Roja del Sur S.A. de C.V.
Auxiliar de Almacen Temporal,PINTACOMEX S.A. DE C.V.
Gerente de Tienda,Movistar
SUPERVISOR DE GUARDIAS DE SEGURIDAD PRIVADA,AYAX SEGURIDAD PRIVADA
Ayudante de cocina SHU,Grupo Suntory
chofer repartidor,SIGMA FOODSERVICE
Carburador,GRUPO TOMZA
Atención a clientes,Adapza Rent A Car
Encargado de limpieza areas publicas,Condominio Playamar Diamante Fase II
AUXILIAR DE INSTALACIONES | RESIDENTE JR. | DOCUMENTADOR,"Grupo Siayec, S.A. de C.V."
Vendedor de tienda,BPINK S.A. DE C.V.
Ayudante cocina,HOTEL ASHLY
COCINERO,RESTAURAT LOS MAGUEYES
POLICIA DEL SERVICIO DE PROTECCION FEDERAL,SERVICIO DE PROTECCIÓN FEDERAL
RECAMARISTA,HOTEL PARQUE SUR
Cajero Comodín,Balsas Sector Administracion S.A. de C.V.
camarista o camaristo,HOTEL ASHLY
Asesor De Ventas De Campo Acapulco,HM CONSULTORES EN RECURSOS HUMANOS
LAVALOZA,Restaurante Di Vino
AUXILIAR DE FARMACIA,BODEGA AURRERA
Asistente de Dirección,Adapza Rent A Car
ENCARGADO DE CUENTAS POR COBRAR Y CXP,Tomatof sa de cv
vendedor de piso,"Parisina, S. A"
chofer ejecutivo,Adapza Rent A Car
CAMARISTA,Hotel Emporio Acapulco
Mecánico Diesel,GEPP
Supervisor en moto,GRUPO TOMZA
OPERADOR MULTIFUNCIONAL.,MI BODEGA FLAMINGOS.
MECANICO GASOLINA Y DIESEL,"GRUPO MI CAMION, SA DE CV"
BECARIA ADMINISTRATIVA - PROCESOS DE TALLER,BMW Acapuloc
"Técnico Mantenimiento (albañilería, pintura, acabados)",IMBERA SERVICIOS
Gerente de ventas Acapulco,405 Estrategia
GUÍA DE TURISTA,JADEITA
CHILAPA GERENTE COMERCIAL,Fundación Rafael Dondé I.A.P
EMPLEADA DE MOSTRADOR,FRIOTECNIA DEL PACIFICO
VENDEDOR DE CAMPO Y OFICINA,SCG
Auxiliar entregas almacén.,Puerto Dorado
VENDEDOR,HIELO Y AGUA PURIFICADORA LA SOLEDAD S.A DE C.V
Jefe de Seguridad,Puerto Dorado
OPERADOR DE CUARTOS.,HOTEL EMPORIO IXTAPA.
GESTOR ESTUDIOS SOCIOECONOMICOS,GRUPO APS
encargada de sucursal,BALSAS SECTOR ADMINISTRACION SA DE CV
CAJERA,SORIANA SUPER (ALTURA CENTRO DE CONVENCIONES)
Enfermeras,Dr. Box Centro Médico Virtual
Te queremos en nuestro Equipo / Asesor Financiero / Cd Altam...,Banco Azteca
GUARDIA POR TEMPORADA,TC&PS
"Valuador de Oro - Huitzuco, Guerrero",Banco Azteca
CAJERO DE AUTOSERVICIO,CHEDRAUI SELECTO DIAMANTE
tecnico en refrigeracion,Grupo Frio SA de CV
EJECUTIVO DE VENTAS PARA EMPEÑO DE AUTOMOTORES,HR360
Asesor de cobranza en campo,BUFETE JURIDICO COVAL
PROMOVENDEDOR,GIRO FUNERARIO
AESOR DE VENTAS,GIRO FUNERARIO
Chofer con licencia Federal Tipo b,GRUPO MERZA
gestor de cobranza,MUEBLERIAS DEL PACIFICO
PROMOVENDEDOR Y ATENCION AL CLIENTE,GIRO FUNERARIO
Ejecutiva Comercial,GIN
Promotor de crédito Individual,Micros lafin S.A DE C.V. SOFOM E.N.R.
ATENCION AL CLIENTE Y ASESOR DE VENTAS,GIRO FUNERARIO
promovendedor,agencia funeraria
Asesor de crédito,Vision Fund México SA de CV SOFOM ENR
EJECUTIVO DE VENTAS DE CRÉDITO (INMEDIAUTO),JG HUMAN TALENT
AUXILIAR DE LIMPIEZA,SORIANA PIE DE LA CUESTA
GESTOR DE CREDITO Y COBRANZAS,SOPIFA SC DE AP DE RL DE C.V. DE TLAPA
PROMOVENDEDOR/ TELEMARKETING,GIRO FUNERARIO
Gestor Domiciliario de Cobranza BBVA,Corporativo Legaxxi
GESTOR DE COBRANZA DOMICILIARIO ($6000 MENSUALES + BONOS) SE...,APOYO ECONOMICO SA DE CV
PROMOTOR Y AGENDADOR DE CITAS,GIRO FUNERARIO
Vendedor comisionista,GRUPO GIN
GESTOR DE COBRANZA DOMICILIARIO ($6000 MENSUALES + BONOS) CU...,APOYO ECONOMICO SA DE CV
Vendedor Ejecutivo,Gin Group
ENCARGADO DE FARMACIA,TIENDAS SORIANA
PROMOVENDEDORA 4 HRS (AL265),TALENT GROUP
ASESOR DE VENTAS SIN TOPE DE COMISION,GIRO FUNERARIO
Asesor de Créditos Automotrices HSBC (para agencia de autos),Corporativo Gama
Vendedor de Cambaceo,FINANCIERA INDEPENDENCIA
ASESOR DE VENTAS Y CALL CENTER,GRUPO GIN
ASESOR DE VENTAS,GIN GROUP
GESTOR DE COBRANZA MIXTO (PRESENCIAL -TELEFÓNICO),Bautista Abogados AGL
ASESOR DE VENTAS Y ATENCION AL CLIENTE,GIRO FUNERARIO
promotora de autoservicio,triple i
VENDEDORES DE CAMBACEO ($5000 MENSUALES + BONOS) ZOCALO-CENT...,Financiera Independencia
PROMOTOR DE CRÉDITO,COMPARTAMOS BANCO
Especialista en cobranza Costera M. Alemán,"AC SOLUCIONES EN COBRANZA Y SERVICIOS LEGALES, S.C..."
Gestor de cobranza Zona Renacimiento,"AC SOLUCIONES EN COBRANZA Y SERVICIOS LEGALES, S.C..."
EJECUTIVO DE COBRANZA,BUFETE BAUTISTA ACAPULCO
Vendedor de Campo,Dish México
Promovendedor y atencion al cliente,GIROS FUNERARIO
ASESOR DE VENTAS Y PROSPECCION DE CLIENTES,GRUPO GIN
Ventas Telemarketing,GRUPO GIN
PROMOTOR DE VENTAS,GIRO FUNERARIO
PROMOTOR DE VENTAS Y ATENCION AL CLIENTE,GIRO FUNERARIO
ASESOR DE VENTA YA TENCION AL CLIENTE,GIRO FUNERARIO
EJECUTIVO DE VENTAS DE CREDITO (INMEDIAUTO),JG HUMAN TALENT
Promotor de Cambaceo,FINANCIERA INDEPENDENCIA
Gestor de cobranza LLANO LARGO,"AC SOLUCIONES EN COBRANZA Y SERVICIOS LEGALES, S.C..."
PROMOTOR DE CAMBACEO ($5000 MENSUALES + BONOS) ACAPULCO,FINANCIERA INDEPENDENCIA SAB DE CV SOFOM ENR
Asesor de cobranza domiciliaria CAYACO,"AC SOLUCIONES EN COBRANZA Y SERVICIOS LEGALES, S.C..."
Agente de Promocion,Asociación Mexicana de Pequeños Negocios S.C. AMxP®
"Asesoría digital (Monclova, Coahuila)",BBVA
Auditor Operativo,MECASA PLUS
PRODUCTION SUPERVISOR - ASSEMBLY,John Deere
Ejecutivo de Cuenta RBWM,HSBC
Supervisor de Produccion,Huntington Solutions
Encargado Administrativo,Quinta Dorada
Encargado de almacén,Salud Digna
CHÓFER,"Tecnoval de México, S.A de C.V"
Trabajador Social,Agro Desert SPR de RL de CV
Asistente administrativo,Errehache Reclutamiento
COORDINADOR ADMINISTRATIVO,TEMPLADOS Y PROCESADOS DEL NORTE
Analista de Mesa de Control,Ranitas Gorditas Torreón
Assembly Vehicle Integrator Mid,John Deere
Gerente General,DILESA
Prefecto/a- Nivel Licenciatura,Instituto Universitario del Centro de México
Auxiliar Administrativo y atención a clientes,MOMATT SA DE CV
Auxiliar Administrativo,Comercial Essex sa de cv
Gerente de Operaciones,HOTEL LA FUENTE
Operador de fosa de lodos y cabina de pintura,Ecolab
Recepcionista / Auxiliar Administrativo,DILESA
PROMOTOR RELEVO,Arca Continental
ATENCION A CLIENTES SALTILLO / TEMPORADA NAVIDEÑA,TELCEL
AUXILIAR ADMINISTRATIVO,CONALUM
"Personal de Cajas (Saltillo, Coah)",BBVA
PRODUCTION PLANNER,John Deere
Inspector de calidad,Plastiexports
COORDINADOR ADMINISTRATIVO | BOKADOS TORREON,ARCA CONTINENTAL COCA-COLA
Receiving Analyst,John Deere
AUXILIAR ADMINISTRATIVO/ COMPRAS,GAFI FERRELECTRICO SA DE CV
Encardado de tienda de Vinos y Licores,Consultores Estratégicos en PAM
ASESOR DE SERVICIO AL CLIENTE - EVENTUAL,TELCEL
Learning and Development Specialist,Trinity Industries
COMMUNITY MANAGER,CAMARA NACIONAL DE LA INDUSTRIA DE TRANSFORMACIÓN
Supervisor de Produccion,Metalwork & Stamping SA de CV
Organizational Development Sr. Specialist,Trinity Industries
ME Material Flow,John Deere
Reclutador,Atracción de Talento
Coordinador de operaciones de ferrocarril Saltillo,FCA
"Asesoria Digital (Saltillo, Coah)",BBVA
Gerente de Recursos Humanos,HANSUH PMS MEXICO
SUPERVISOR ELECTORAL,INSTITUTO NACIONAL ELECTORAL SANJUAN DE SABINAS
RECLUTADOR,CROSS Y ROSS
"Supervisor de Produccion (Piedras Negras, Coahuila)",Littelfuse
Sr. Planner,UPL ltd
Sr. Industrial Engineering,John Deere
JEFE EN AREA DE CARNICERIA,CENTROS COMERCIALES SORIANA ECHEVERRIA
SUPERVISOR ELECTORAL EN CAMPO,INE MONCLOVA
Import/Export Manager,Caterpillar
Teacher de Ingles empresarial,Ensitech
Técnico de Robots de Soldadura,OTRO
Manufacturing Engineer,General Motors
COMPRADOR INDIRECTOS MRO,Magna International Inc.
Analista de Comunicación,Magna International Inc.
Prototype Engineer,IMMI
Planeador de Materiales,Magna International Inc.
Arquitecta o Diseñadora de Interiores (30 - 45),Muebleria MINIMA Saltillo
Mecanico de unidad,"HOLCIM APASCO, SA DE CV"
ME Packaging/Container & SAP,John Deere
Gerente en entrenamiento,ZAPATERIA MODERNA
ATENCION A CLIENTES / ACUÑA / TEMPORADA NAVIDEÑA,TELCEL
LÍDER DE TIENDA,CADENA COMERCIAL OXXO S.A DE C.V
"SM Specialist, SCI",John Deere
Műszakvezető,Caterpillar
Asistente Administrativo,CIMAGUA SA DE CV
Auxiliar Administrativo,GRUPO COMERCIAL ALCO
Gerente de Operaciones y Logística,TRANSPORTES DE SALTILLO
Purchasing and Supply Chain (Level 7),General Motors
Repatidor Auto Propio,99 minutos
Factory Automation Engineer,John Deere
Coordinación de Servicios Escolares,HUMAN RETAIL / HUMAN STAFF
Recepcionista / Capturista,"Mangueras y Herramientas Automotrices, S.A. de C.V..."
"Coordinador salud, seguridad, medio ambiente y calidad (HSEQ...",Atracción de Talento
SEGUIDOR DE TRAFICO,RUTMEX SA DE CV
Auxiliar de Financiamientos,UVM Campus Saltillo
HR Supervisor,Adient
jefe de sistemas ti,Agro Desert SPR de RL de CV
Docente Universitario,Universidad Carolina
Supplier Quality Engineer,John Deere
Maintenance Technician,IMMI
Coordinador de Logística,HANSUH PMS MEXICO
Generalista de Recursos Humanos,Merco
JEFE DE GRUPO (SUPERVISOR DE CALIDAD),SUPPLIER SUPPORT
SUPERVISOR ELECTORAL,INSTITUTO NACIONAL ELECTORAL SABINAS
Subgerente de Operaciones,Soriana
Gerente de Cuenta Estrategia / Gerente de Unidad SR. Comedor...,Eurest Proper Meals de Mexico
"MATERIAL HANDLING SUPERVISOR (INC. DEYSI) México, Coahuila $...",Gepae
Quality and Field Operations Coordinator (Level 6),General Motors
enfermeria indsutrial,vitasaludcio sa de cv
MIONTACARGUISTA,DCH
Auditor Calidad Almacen,L&T Solutions
JEFE DE COMPRAS,GRUPO COMERCIAL ALCO
Supply Management Planner,John Deere
SUPERVISORES ELECTORALES,INSTITUTO NACIONAL ELECTORAL
Cash Management Analyst,John Deere
OPERADOR DE SPRINTER,"TRAMUSA CARRIER, S.A. DE C.V"
GUARDIA DE SEGURIDAD,VISIGURIT PRIVADA S.A DE C.V
COCINERO,RESTAURANTE EL SINALOAS
AGENTES DE LIMPIEZA,ALTIUS
VENDEDOR DE MOSTRADOR,TONY SUPER PAPELERÍAS
GESTOR COBRANZA EN CAMPO CON MOTOCICLETA,CUELLAR MULLER Y ASOCIADOS
GRUISTA-GRÚA POLIGRAPA,FERROMEXDELNORTE
OPERADOR DE ROLL OFF,RECLUTAMIENTO MONCLOVA
VENTAS DE TELEFONIA,Elektra
guardia de seguridad privada,LYEM SEGURIDAD PRIVADA SA DE CV
Operador de tractocamion / montacarguista,ALMACENADORA SUR
OPERADOR DE COSTURA,INDUSTRIAS MEXICANAS WOODBRIDGE
promotor de ventas financieras,Logipack
GUARDIA DE SEGURIDAD,FERROMEXDELNORTE
VENTAS DE CAMBACEO,COMPAÑIA Y ARRENDADORA S.A DE C.V.
PROMOTORA DE VENTAS MOVIESTAR,GRUPO MKT
PROMOTOR DE VENTAS,MIDGARD PROFESIONALES EN ADMINISTRACION DE NEGOCIO...
Ejecutivo de Ventas Atencion a Clientes,Gin Group
AYUDANTE GENERAL CARGA Y DESCARGA,ALSE CONSULTORIA DE SALTILLO
MECÁNICO DE PISO,"SEIL, S.A. DE C.V."
AUXILIAR DE LIMPIEZA,PULKRO COMPAÑÍA DE SERVICIOS
Ejecutivo de ventas 6 hrs pago semanal SALTILLO,DCG Talents
AYUDANTE DE LIMPIEZA-BAÑOS PORTATILES,LUGON MAQUINARIA Y EQUIPO
ESPECIALISTA PROMOTOR,INVERCAP AFORE MVA
GUARDIAS DE SEGURIDAD PRIVADA,GSI SEGURIDAD PRIVADA
CHOFER REPARTIDOR,ORGANIZACION GCR S.A DE C.V.
INSTALADOR TELEVISIÓN POR CABLE,TDA TELECOMUNICACIONES
OPERADOR 5TA RUEDA,ALDAFA TRANSPORTES SA DE CV
GUARDIA DE SEGURIDAD,MAXI SERVICIOS
AYUDANTE DE LIMPIEZA,BERLIX DE MEXICO
Practicante de Mercadotecnia,PROPIEDADES MEXICO
GUARDIA DE SEGURIDAD,CENTER COMM
Asesores Educativos,Corporativo ICEP CASSEROLE
OPERADOR QUINTA RUEDA,EXPLOTO
Enfermera con Cedula,GLP
Asesor de Credito Grupal,Tenemos Talento RH
AYUDANTE DE COCINA SIN EXPERIENCIA,RESTAURANTES TOKS
repartidor en moto,Domino's
Guardia de Seguridad,SENSA
Guardia de seguridad Privada,AYAX SEGURIDAD PRIVADA
guardia de seguridad privada,SERVIPROSE
GUARDIA DE SEGURIDAD SORIANA VERDE,ADMINISTRACIÓN SORIANA SA DE CV
ENFERMERO GENERAL,SANATORIO ESPAÑOL
CHOFER FORÁNEO,NUPLEN PRODUCCIÓN Y SERVICIOS
CHOFER TOLVA,BACHOCO
Guardia de Seguridad Privada,Labora
guardia de seguridad privada,EARLSA (Estrategias Administrativas y Recursos lab...
guardia de seguridad,SORIANA
GUARDIA,SOLUCIONES ESTRATÉGICAS RE Y MI
Encargado de restaurante,Restaurante PollosTick
Crédito y cobranza,Autofinanciamieto Limisa
Asesor de Seguros,Grupo Phyxius
VENDEDOR LOCAL A DETALLE,CIASA AUTOMOTRIZ
LIDER DE VENTAS,C&A Paseo Monclova
Mesero C,Twin Dolphin
Terracero,Twin Dolphin
Pastry Cook 3,Four Seasons
AUXILIAR DE ALMACEN,AFYA MEDIK S.A. de C.V.
AUDITOR JURIDICO,GO CREDIT
Attendant-Honor Bar,"Marriott International, Inc"
Bell Desk Attendant,Four Seasons
Recepcionista de Marina Puerto Los Cabos,Questro Servicios SA de CV
Jefe de Diseño y Planeación de Carpinteria,Dulce Huerta Diseño Interior y Carpintería Fina
DIVE CENTER MANAGER,Nautilus Dive Adventures
AUXILIAR ADMINISTRATIVO,TODO LIMPIEZA
Oficial de Seguridad Bilingue,Twin Dolphin
Publishing Specialist,Juniper Data Center
Front Desk Receptionist,Four Seasons
Auxiliar Soporte Técnico,iShop Mixup/ Techpeople
Branch Manager,Studio Eminence Photography
Asistente Operativo,La Europea
COORDINADORA COMERCIALIZADORA,ECO BAJA TOURS LA PAZ
Capturista de datos,Juniper Data Center
Winter/Spring 2021 internship session,Verité
COORDINADOR DE PROTECCIÓN PATRIMONIAL,HEINEKEN MEXICO
OFICIAL DE COMERCIO EXTERIOR,SERVICIO DE ADMINISTRACIÓN TRIBUTARIA
ASESOR DE VENTAS EN AGENCIA AUTOMOTRIZ,TERSA AUTOMOTRIZ SA de CV
EMPLEADA DE TIENDA DE ROPA- SHASA PUERTO PARAISO,Shasa
Gerente de Ventas,Muebles Dico
